customer_id,first_purchase_date,last_purchase_date,country,total_monetary,recency,frequency,monetary_avg,tenure,forecasted_purchases_90d,expected_monetary_avg,clv_365d,p_alive,urgency_status_behavioral,risk_status_statistical,action_segment,aggressive_winback_flag
12377,2010-04-29 15:34:00,2011-01-28 15:45:00,Switzerland,3426.3199999999997,274.00763888889924,3.0,856.58,588.8861111109145,0.37142400640424117,0.7337632963637092,6250.042394045967,0.7337632963637092,High Urgency,Medium Risk,6. DANGEROUS LAPSE (High-Impact),True
12378,2010-05-26 14:07:00,2011-08-02 10:34:00,Switzerland,5416.32,432.8520833333023,1.0,2708.16,561.9465277777053,0.21722076097082468,0.9204332368444399,8971.508879437451,0.9204332368444399,Low Urgency,Medium Risk,4. ENGAGEMENT DRIVE (Nurture/Feature),False
12379,2010-06-23 12:49:00,2011-09-19 10:09:00,Belgium,1620.2199999999998,452.88888888899237,3.0,405.055,534.000694444403,0.5255292593914401,0.9494562323924304,5103.783808464394,0.9494562323924304,Low Urgency,Low Risk,1. CHAMPIONS (Protect/Grow),False
12380,2010-02-15 12:05:00,2011-11-18 11:27:00,Belgium,9676.3,640.973611111287,10.0,879.6636363636363,662.03125,1.3131860901525008,0.9842346013589145,27694.104362775335,0.9842346013589145,Low Urgency,Low Risk,1. CHAMPIONS (Protect/Grow),False
12381,2011-08-12 09:57:00,2011-12-05 12:44:00,Norway,1845.3100000000004,115.11597222229466,4.0,369.062,119.12013888871297,2.3453791166578224,0.9727766792367083,18043.359497416117,0.9727766792367083,Low Urgency,Low Risk,1. CHAMPIONS (Protect/Grow),False
12383,2010-12-22 14:28:00,2011-06-08 08:02:00,Belgium,1850.56,167.73194444458932,4.0,370.11199999999997,351.9319444443099,0.7165050886116456,0.6996139759921772,5428.24873139783,0.6996139759921772,High Urgency,Medium Risk,6. DANGEROUS LAPSE (High-Impact),True
12384,2011-08-10 11:23:00,2011-11-11 08:39:00,Switzerland,585.27,92.8861111109145,1.0,292.635,121.06041666632518,0.7745959125497953,0.92678533467189,5346.2054297787,0.92678533467189,Low Urgency,Medium Risk,4. ENGAGEMENT DRIVE (Nurture/Feature),False
12385,2010-11-25 15:14:00,2010-11-25 15:14:00,Belgium,1938.3999999999999,0.0,0.0,1938.4,378.89999999990687,0.12778529926122156,0.26381036757101495,0.0,0.26381036757101495,High Urgency,High Risk,9. CONSERVATIVE CHURN (High-Cost Win-Back),False
12386,2010-12-08 09:53:00,2011-01-06 12:37:00,Australia,401.9,29.11388888861984,1.0,200.95,366.1229166663252,0.18437728286949945,0.5323510784688241,1039.922092803366,0.5323510784688241,High Urgency,High Risk,9. CONSERVATIVE CHURN (High-Cost Win-Back),False
12387,2010-10-20 16:27:00,2010-10-20 16:27:00,Australia,143.94,0.0,0.0,143.94,414.8493055552244,0.11794879497640078,0.2510823911239128,0.0,0.2510823911239128,High Urgency,High Risk,9. CONSERVATIVE CHURN (High-Cost Win-Back),False
12388,2010-05-06 12:54:00,2011-11-24 12:30:00,Australia,3901.11,566.9833333333954,7.0,487.63875,581.9972222219221,1.0575439585948527,0.9812670492777589,12443.587743884378,0.9812670492777589,Low Urgency,Low Risk,1. CHAMPIONS (Protect/Grow),False
12389,2010-02-22 10:15:00,2010-11-02 11:52:00,Australia,1433.33,253.06736111082137,2.0,477.77666666666664,655.1076388885267,0.24204081008672382,0.7292163632496516,2473.0054608485166,0.7292163632496516,High Urgency,Medium Risk,6. DANGEROUS LAPSE (High-Impact),False
12390,2011-09-21 09:33:00,2011-09-21 09:33:00,Belgium,549.84,0.0,0.0,549.84,79.13680555531755,0.4202938394863806,0.5529254982278813,0.0,0.5529254982278813,Low Urgency,High Risk,7. DE-MARKET (Budget Save/Ignore),False
12391,2010-02-15 10:12:00,2011-11-18 12:07:00,Cyprus,2724.84,641.0798611114733,5.0,454.14000000000004,662.1097222222015,0.6886220245957215,0.9757414943597111,7660.985636872893,0.9757414943597111,Low Urgency,Low Risk,1. CHAMPIONS (Protect/Grow),False
12392,2010-04-27 14:04:00,2010-04-27 14:04:00,Australia,234.75000000000003,0.0,0.0,234.75000000000003,590.9486111109145,0.08565459359866055,0.2061381566082694,0.0,0.2061381566082694,High Urgency,High Risk,9. CONSERVATIVE CHURN (High-Cost Win-Back),False
12393,2010-10-07 13:49:00,2011-09-28 15:41:00,Australia,2399.45,356.0777777777985,5.0,399.90833333333336,427.95902777742594,0.996661602265261,0.950035707053948,9308.312059910364,0.950035707053948,Low Urgency,Low Risk,1. CHAMPIONS (Protect/Grow),False
12394,2011-05-06 14:01:00,2011-10-07 08:08:00,Belgium,1272.48,153.75486111082137,1.0,636.24,216.95069444412366,0.4930368352407729,0.9162859306878728,5692.969951632496,0.9162859306878728,Low Urgency,Medium Risk,4. ENGAGEMENT DRIVE (Nurture/Feature),False
12395,2010-04-16 10:16:00,2011-11-20 15:21:00,Belgium,4721.17,583.2118055555038,14.0,314.74466666666666,602.1069444441237,1.9786470070122977,0.9869737941805627,15558.685697892408,0.9869737941805627,Low Urgency,Low Risk,1. CHAMPIONS (Protect/Grow),False
12396,2010-02-03 13:22:00,2010-02-03 13:22:00,RSA,931.4300000000001,0.0,0.0,931.43,673.9777777777053,0.0758621803938378,0.19129142266852234,0.0,0.19129142266852234,High Urgency,High Risk,9. CONSERVATIVE CHURN (High-Cost Win-Back),False
12397,2011-07-27 14:21:00,2011-11-04 09:52:00,Belgium,2409.8999999999996,99.81319444440305,1.0,1204.95,134.9368055551313,0.7144750000455606,0.9233401142714464,12685.196676058682,0.9233401142714464,Low Urgency,Medium Risk,4. ENGAGEMENT DRIVE (Nurture/Feature),False
12398,2011-10-25 10:27:00,2011-10-25 10:27:00,Switzerland,1635.6600000000003,0.0,0.0,1635.66,45.09930555522442,0.5685344753187824,0.66857483108008,0.0,0.66857483108008,Low Urgency,Medium Risk,4. ENGAGEMENT DRIVE (Nurture/Feature),False
12399,2010-03-05 08:45:00,2011-08-12 13:15:00,Belgium,1962.3000000000002,525.1875,6.0,280.3285714285714,644.1701388885267,0.8023176966131292,0.9408104988481318,5724.98416630553,0.9408104988481318,Low Urgency,Medium Risk,4. ENGAGEMENT DRIVE (Nurture/Feature),False
12400,2010-10-21 13:45:00,2010-10-21 13:45:00,Australia,205.24999999999997,0.0,0.0,205.25,413.9618055555038,0.11817336171316692,0.25137731302653393,0.0,0.25137731302653393,High Urgency,High Risk,9. CONSERVATIVE CHURN (High-Cost Win-Back),False
12401,2011-02-09 13:50:00,2011-02-09 13:50:00,Belgium,84.3,0.0,0.0,84.3,302.9583333330229,0.15511536171913723,0.2973808123604357,0.0,0.2973808123604357,High Urgency,High Risk,9. CONSERVATIVE CHURN (High-Cost Win-Back),False
12402,2010-02-07 12:41:00,2011-01-20 13:49:00,Belgium,1256.9,347.0472222222015,5.0,209.48333333333335,670.0062499996275,0.4366260297007205,0.6255038965663139,2144.1857223669285,0.6255038965663139,High Urgency,Medium Risk,6. DANGEROUS LAPSE (High-Impact),False
12403,2010-07-06 11:39:00,2011-10-21 10:51:00,Denmark,1019.3600000000001,471.96666666679084,1.0,509.68,521.0493055554107,0.23668854436203524,0.9361965882052338,2618.159881127804,0.9361965882052338,Low Urgency,Medium Risk,4. ENGAGEMENT DRIVE (Nurture/Feature),False
12404,2010-01-26 16:25:00,2010-01-26 16:25:00,Finland,63.24,0.0,0.0,63.24,681.8506944440305,0.07504864243605303,0.19002619877235497,0.0,0.19002619877235497,High Urgency,High Risk,9. CONSERVATIVE CHURN (High-Cost Win-Back),False
12405,2011-07-14 08:52:00,2011-07-14 08:52:00,Finland,1710.3900000000003,0.0,0.0,1710.39,148.16527777770534,0.27510654622241476,0.4243291645877536,0.0,0.4243291645877536,Medium Urgency,High Risk,8. DORMANT RE-ACT (Annual Sweep),False
12406,2010-01-11 14:04:00,2011-11-17 19:22:00,Denmark,6390.3600000000015,675.2208333332092,4.0,1278.072,696.9486111109145,0.5377018187681721,0.9721091321663405,15336.809226821551,0.9721091321663405,Low Urgency,Low Risk,1. CHAMPIONS (Protect/Grow),False
12407,2011-03-20 13:21:00,2011-10-21 10:11:00,Belgium,1708.12,214.86805555550382,4.0,341.62399999999997,263.9784722221084,1.239979183180308,0.9477948100697728,9615.32892949935,0.9477948100697728,Low Urgency,Medium Risk,4. ENGAGEMENT DRIVE (Nurture/Feature),False
12408,2010-07-29 13:27:00,2011-11-07 12:27:00,Belgium,4340.77,465.9583333330229,7.0,542.5962499999999,497.9743055552244,1.2114648891690447,0.9754561473756931,15404.328930614294,0.9754561473756931,Low Urgency,Low Risk,1. CHAMPIONS (Protect/Grow),False
12409,2010-05-23 15:21:00,2011-09-22 10:38:00,Switzerland,23419.29,486.80347222229466,6.0,3345.612857142857,564.8951388886198,0.9211157308197551,0.9573760992165207,67283.48899060047,0.9573760992165207,Low Urgency,Low Risk,1. CHAMPIONS (Protect/Grow),False
12410,2010-07-25 13:26:00,2011-02-04 10:39:00,Switzerland,1013.71,193.88402777770534,2.0,337.90333333333336,501.97499999962747,0.3146185321334009,0.742899087286432,2436.9635322085305,0.742899087286432,High Urgency,Medium Risk,6. DANGEROUS LAPSE (High-Impact),False
12411,2010-10-26 09:25:00,2010-10-26 09:25:00,Australia,346.9000000000001,0.0,0.0,346.9,409.14236111100763,0.11940793117522093,0.2529949215324699,0.0,0.2529949215324699,High Urgency,High Risk,9. CONSERVATIVE CHURN (High-Cost Win-Back),False
12412,2010-06-18 13:22:00,2011-09-26 10:16:00,Denmark,2596.9300000000003,464.8708333335817,5.0,432.82166666666666,538.9777777777053,0.8159131169500577,0.9571501286623464,8417.22612557235,0.9571501286623464,Low Urgency,Low Risk,1. CHAMPIONS (Protect/Grow),False
12413,2010-11-02 13:26:00,2011-10-04 09:00:00,Spain,999.45,335.8152777776122,3.0,249.8625,401.97499999962747,0.676873950835092,0.9478923681818932,4401.747942369752,0.9478923681818932,Low Urgency,Medium Risk,4. ENGAGEMENT DRIVE (Nurture/Feature),False
12414,2010-09-02 12:22:00,2011-05-06 14:51:00,Austria,952.4100000000001,246.1034722221084,5.0,158.73499999999999,463.0194444442168,0.6676006595411825,0.6827304989442079,2613.4873548368755,0.6827304989442079,High Urgency,Medium Risk,6. DANGEROUS LAPSE (High-Impact),False
12415,2010-06-30 08:30:00,2011-11-15 14:22:00,Australia,144458.37,503.2444444447756,27.0,5159.2275,527.1805555555038,4.213244474003706,0.9852733620584768,512962.2942932966,0.9852733620584768,Low Urgency,Low Risk,1. CHAMPIONS (Protect/Grow),False
12416,2010-02-21 10:19:00,2010-02-21 10:19:00,Australia,202.56,0.0,0.0,202.56,656.1048611109145,0.07777618841842489,0.19424797732673346,0.0,0.19424797732673346,High Urgency,High Risk,9. CONSERVATIVE CHURN (High-Cost Win-Back),False
12417,2009-12-06 10:30:00,2011-12-06 14:52:00,Belgium,6797.41,730.1819444443099,19.0,339.8705,733.0972222220153,2.227141518756815,0.9930992409627492,19256.369953439345,0.9930992409627492,Low Urgency,Low Risk,1. CHAMPIONS (Protect/Grow),False
12418,2010-03-19 14:47:00,2011-08-19 11:08:00,Switzerland,2021.2,517.8479166664183,3.0,505.3,629.9187499997206,0.449083977418419,0.9438788661906272,5310.757045370668,0.9438788661906272,Low Urgency,Medium Risk,4. ENGAGEMENT DRIVE (Nurture/Feature),False
12419,2010-10-22 10:40:00,2010-11-19 10:04:00,Spain,503.01,27.975000000093132,1.0,251.505,413.0902777775191,0.15047372018245597,0.4831898933368661,932.3734435297773,0.4831898933368661,High Urgency,High Risk,9. CONSERVATIVE CHURN (High-Cost Win-Back),False
12420,2011-10-07 08:55:00,2011-10-07 08:55:00,Cyprus,600.39,0.0,0.0,600.39,63.16319444403052,0.4788566548337224,0.6000978344331884,0.0,0.6000978344331884,Low Urgency,Medium Risk,4. ENGAGEMENT DRIVE (Nurture/Feature),False
12421,2010-07-22 13:57:00,2011-11-24 09:07:00,Spain,1098.6,489.7986111114733,5.0,183.1,504.9534722222015,0.8827226682876145,0.9760420843912487,4497.207040145387,0.9760420843912487,Low Urgency,Low Risk,1. CHAMPIONS (Protect/Grow),False
12422,2009-12-18 12:44:00,2011-09-05 09:48:00,Australia,5231.8,625.8777777776122,16.0,307.7529411764706,721.0041666664183,1.806630886459535,0.9364177655039874,13756.330617709566,0.9364177655039874,Medium Urgency,Medium Risk,5. CRITICAL RISK (Aggressive Nudge),False
12423,2010-08-31 09:31:00,2011-12-09 10:10:00,Denmark,2622.39,465.027083333116,9.0,262.239,465.13819444412366,1.6462302530850839,0.9873559234702803,10763.806737436236,0.9873559234702803,Low Urgency,Low Risk,1. CHAMPIONS (Protect/Grow),False
12424,2010-06-09 15:15:00,2011-06-30 12:06:00,Australia,3340.0299999999997,385.86875000037253,3.0,835.0075,547.8993055555038,0.4927428838330052,0.9112942030115516,8729.1611808944,0.9112942030115516,Medium Urgency,Medium Risk,5. CRITICAL RISK (Aggressive Nudge),False
12425,2010-09-17 14:10:00,2011-09-22 17:31:00,Portugal,1741.41,370.13958333292976,1.0,870.705,447.9444444440305,0.2688770020968738,0.9280077921491575,4223.398883133367,0.9280077921491575,Low Urgency,Medium Risk,4. ENGAGEMENT DRIVE (Nurture/Feature),False
12426,2010-02-15 08:41:00,2011-05-29 12:26:00,Germany,1345.2100000000003,468.15625,1.0,672.605,662.1729166666046,0.18471229308905204,0.9102964852448313,2492.1959877544855,0.9102964852448313,Low Urgency,Medium Risk,4. ENGAGEMENT DRIVE (Nurture/Feature),False
12427,2010-12-03 10:44:00,2011-11-18 08:56:00,Germany,825.8,349.9250000002794,2.0,275.26666666666665,371.08749999990687,0.529612573189821,0.9555829073799817,3796.214101695297,0.9555829073799817,Low Urgency,Low Risk,1. CHAMPIONS (Protect/Grow),False
12428,2011-03-01 09:33:00,2011-11-14 08:22:00,Finland,7956.46,257.9506944445893,8.0,884.0511111111111,283.13680555531755,2.2394227886280667,0.9727917121367918,42394.13223025505,0.9727917121367918,Low Urgency,Low Risk,1. CHAMPIONS (Protect/Grow),False
12429,2010-06-11 13:28:00,2011-11-30 17:22:00,Denmark,6204.41,537.1625000000931,7.0,775.55125,545.9736111108214,1.122513248096015,0.9825077925942136,20249.673699182622,0.9825077925942136,Low Urgency,Low Risk,1. CHAMPIONS (Protect/Grow),False
12430,2011-10-27 15:09:00,2011-10-27 15:09:00,Norway,256.40000000000003,0.0,0.0,256.4,42.90347222192213,0.581789578083334,0.6783647014724078,0.0,0.6783647014724078,Low Urgency,Medium Risk,4. ENGAGEMENT DRIVE (Nurture/Feature),False
12431,2010-01-15 09:04:00,2011-11-04 11:55:00,Belgium,10432.219999999998,658.1187500003725,26.0,386.3785185185185,693.156944444403,3.150776867531085,0.9829079135931102,30391.228979387488,0.9829079135931102,Low Urgency,Low Risk,1. CHAMPIONS (Protect/Grow),False
12432,2011-06-20 13:27:00,2011-10-28 11:43:00,Norway,5059.32,129.92777777742594,4.0,1011.8639999999999,171.97430555522442,1.7288017631325825,0.9377083571966464,33214.99926432744,0.9377083571966464,Low Urgency,Medium Risk,4. ENGAGEMENT DRIVE (Nurture/Feature),False
12433,2010-08-20 09:23:00,2011-12-09 10:02:00,Norway,16794.14,476.0270833335817,9.0,1679.414,476.14374999981374,1.612020787124911,0.9873551971125898,61315.1151625249,0.9873551971125898,Low Urgency,Low Risk,1. CHAMPIONS (Protect/Grow),False
12434,2010-11-23 13:38:00,2011-09-16 12:38:00,Australia,1103.4299999999998,296.9583333330229,2.0,367.81,380.9666666663252,0.5053738829944106,0.9330965769590803,4380.759341895343,0.9330965769590803,Low Urgency,Medium Risk,4. ENGAGEMENT DRIVE (Nurture/Feature),False
12435,2009-12-02 13:58:00,2011-09-21 09:06:00,Denmark,13925.93,657.7972222226672,5.0,2320.9883333333332,736.9527777777985,0.6154504469044659,0.9632743477815545,31906.329120681876,0.9632743477815545,Low Urgency,Low Risk,1. CHAMPIONS (Protect/Grow),False
12436,2011-09-01 12:09:00,2011-09-01 12:09:00,Norway,509.01000000000005,0.0,0.0,509.01000000000005,99.02847222192213,0.36478180623722656,0.506001197833973,0.0,0.506001197833973,Low Urgency,High Risk,7. DE-MARKET (Budget Save/Ignore),False
12437,2009-12-02 16:24:00,2011-12-08 11:35:00,France,12683.4,735.7993055558763,38.0,325.2153846153846,736.8513888888992,4.378412484924133,0.9965065337436928,36185.76509381643,0.9965065337436928,Low Urgency,Low Risk,1. CHAMPIONS (Protect/Grow),False
12438,2011-07-22 13:29:00,2011-11-25 13:28:00,Norway,2906.85,125.99930555559695,1.0,1453.425,139.9729166664183,0.7063776353805916,0.9374450713909364,14757.653501352355,0.9374450713909364,Low Urgency,Medium Risk,4. ENGAGEMENT DRIVE (Nurture/Feature),False
12439,2009-12-14 08:40:00,2010-01-26 12:11:00,Cyprus,1142.88,43.146527777891606,1.0,571.44,725.1736111110076,0.06573105984382902,0.35247854812417373,661.1729813889722,0.35247854812417373,High Urgency,High Risk,9. CONSERVATIVE CHURN (High-Cost Win-Back),False
12440,2009-12-22 12:03:00,2010-09-03 13:11:00,Austria,859.2,255.04722222220153,1.0,429.6,717.0326388888061,0.14934432876929918,0.792469096834386,1455.1318410318147,0.792469096834386,High Urgency,Medium Risk,6. DANGEROUS LAPSE (High-Impact),False
12441,2010-12-08 10:45:00,2010-12-08 10:45:00,France,173.55,0.0,0.0,173.55,366.0868055555038,0.131700183216008,0.268773105991239,0.0,0.268773105991239,High Urgency,High Risk,9. CONSERVATIVE CHURN (High-Cost Win-Back),False
12442,2011-12-06 14:22:00,2011-12-06 14:22:00,Spain,172.06,0.0,0.0,172.06,2.936111110728234,1.0128957855708225,0.9646454875559916,0.0,0.9646454875559916,Low Urgency,Low Risk,1. CHAMPIONS (Protect/Grow),False
12443,2009-12-07 15:42:00,2009-12-07 15:42:00,Norway,485.31,0.0,0.0,485.31,731.8805555552244,0.07026064926238745,0.18247142947781272,0.0,0.18247142947781272,High Urgency,High Risk,9. CONSERVATIVE CHURN (High-Cost Win-Back),False
12444,2011-06-21 14:00:00,2011-11-18 13:23:00,Norway,5005.46,149.97430555522442,4.0,1001.092,170.9513888885267,1.7812051494863979,0.9617342220738577,34297.55066042871,0.9617342220738577,Low Urgency,Low Risk,1. CHAMPIONS (Protect/Grow),False
12445,2010-10-15 12:28:00,2011-11-17 18:43:00,Spain,434.98,398.2604166669771,1.0,217.49,420.0152777777985,0.2884976155911254,0.9401759809627951,1991.0660052794503,0.9401759809627951,Low Urgency,Medium Risk,4. ENGAGEMENT DRIVE (Nurture/Feature),False
12446,2011-10-13 12:50:00,2011-10-13 12:50:00,RSA,1002.3100000000001,0.0,0.0,1002.3100000000001,57.0,0.5060811130053565,0.6213277381015495,0.0,0.6213277381015495,Low Urgency,Medium Risk,4. ENGAGEMENT DRIVE (Nurture/Feature),False
12447,2011-04-10 13:25:00,2011-04-10 13:25:00,Belgium,476.49,0.0,0.0,476.49,242.97569444403052,0.18665314949624848,0.33348431788843846,0.0,0.33348431788843846,High Urgency,High Risk,9. CONSERVATIVE CHURN (High-Cost Win-Back),False
